fips,stateabbr,naics,month_code,coverage_measure,year,month_number,date,coverage_score
39,OH,446,cov201901,B,2019,1,2019-01-01,3.0
39,OH,447,cov201901,A,2019,1,2019-01-01,4.0
39,OH,448,cov201901,A,2019,1,2019-01-01,4.0
39,OH,451,cov201901,C,2019,1,2019-01-01,2.0
39,OH,452,cov201901,C,2019,1,2019-01-01,2.0
39,OH,453,cov201901,B,2019,1,2019-01-01,3.0
39,OH,TOTAL,cov201901,B,2019,1,2019-01-01,3.0
40,OK,441,cov201901,A,2019,1,2019-01-01,4.0
40,OK,442,cov201901,A,2019,1,2019-01-01,4.0
40,OK,443,cov201901,A,2019,1,2019-01-01,4.0
40,OK,444,cov201901,A,2019,1,2019-01-01,4.0
40,OK,445,cov201901,C,2019,1,2019-01-01,2.0
40,OK,446,cov201901,A,2019,1,2019-01-01,4.0
40,OK,447,cov201901,A,2019,1,2019-01-01,4.0
40,OK,448,cov201901,A,2019,1,2019-01-01,4.0
40,OK,451,cov201901,A,2019,1,2019-01-01,4.0
40,OK,452,cov201901,D,2019,1,2019-01-01,1.0
40,OK,453,cov201901,B,2019,1,2019-01-01,3.0
40,OK,TOTAL,cov201901,B,2019,1,2019-01-01,3.0
